event_id,Alarm Text,Set,time,cluster_id_true,cause_event_id_true
98,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 9:21:40,4900.517,7,97
99,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 9:24:28,5068.98,6,-1
100,ALARM56221-SIS input discrepancy on analyzer trip chain A1.,1/1/26 9:25:59,5159.206,14,99
101,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 9:26:14,5174.536,7,100
102,ALARM55060-Tank vent valve failed to open at Tank 4.,1/1/26 9:27:47,5267.311,5,-1
103,ALARM55231-Inerting valve failed to regulate at Tank 3.,1/1/26 9:27:56,5276.351,13,102
104,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 9:28:27,5307.64,7,103
105,ALARM53041-Column tray flooding tendency detected.,1/1/26 9:28:33,5313.144,3,-1
106,ALARM50010-Feed pump flow oscillation above limit on Train 3.,1/1/26 9:29:48,5388.934,0,-1
107,ALARM50121-Feed surge drum level oscillation before Vessel 3.,1/1/26 9:29:50,5390.138,8,106
108,ALARM51021-Reactor temperature control valve hunting on Loop A1.,1/1/26 9:30:57,5457.238,1,107
109,ALARM51131-Reactor baffle washout suspected on Loop A2.,1/1/26 9:31:32,5492.853,9,108
110,ALARM52030-Catalyst dosing deviation at Unit 1.,1/1/26 9:32:03,5523.487,2,109
111,ALARM52241-Fast loop sample lag detected before Analyzer 3.,1/1/26 9:32:47,5567.279,12,110
112,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 9:32:50,5570.325,6,111
113,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 9:32:56,5576.837,4,110
114,ALARM51240-Column feed preheat outlet high on Train 4.,1/1/26 9:33:03,5583.579,15,108
115,ALARM54121-Transfer pump minimum flow bypass opening at Tank 2.,1/1/26 9:33:25,5605.058,11,113
116,ALARM55060-Tank vent valve failed to open at Tank 4.,1/1/26 9:33:38,5618.289,5,115
117,ALARM53040-Distillation column DP high (target=-0.592).,1/1/26 9:35:39,5739.542,3,114
118,ALARM53121-Condenser cooling water valve saturated on Column 3.,1/1/26 9:36:47,5807.9,10,117
119,ALARM54050-Heat exchanger approach temperature out of range (target=-0.073).,1/1/26 9:36:58,5818.775,4,118
120,ALARM54121-Transfer pump minimum flow bypass opening at Tank 4.,1/1/26 9:38:06,5886.392,11,119
121,ALARM51021-Reactor temperature control valve hunting on Loop A1.,1/1/26 9:39:07,5947.161,1,-1
122,ALARM52030-Catalyst dosing deviation at Unit 3.,1/1/26 9:39:44,5984.001,2,-1
123,ALARM55061-Tank vent pressure transmitter mismatch at Tank 3.,1/1/26 9:39:44,5984.001,5,120
124,ALARM51131-Reactor baffle washout suspected on Loop A2.,1/1/26 9:39:44,5984.001,9,121
125,ALARM54050-Heat exchanger approach temperature out of range (target=0.813).,1/1/26 9:39:44,5984.915,4,122
126,ALARM56220-Analyzer trip advisory raised to SIS voter on Rack 4.,1/1/26 9:39:48,5988.741,14,112
127,ALARM54121-Transfer pump minimum flow bypass opening at Tank 2.,1/1/26 9:40:09,6009.254,11,125
128,ALARM55231-Inerting valve failed to regulate at Tank 3.,1/1/26 9:41:39,6099.96,13,123
129,ALARM55061-Tank vent pressure transmitter mismatch at Tank 4.,1/1/26 9:43:14,6194.074,5,127
130,ALARM51021-Reactor temperature control valve hunting on Loop B1.,1/1/26 9:46:51,6411.277,1,-1
131,ALARM52030-Catalyst dosing deviation at Unit 1.,1/1/26 9:46:51,6411.277,2,124
132,ALARM55230-Tank blanket gas pressure low at Tank 4.,1/1/26 9:46:51,6411.277,13,129
133,ALARM52240-Sample probe conditioning temperature high on Stream A1.,1/1/26 9:46:54,6414.663,12,131
134,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 9:47:06,6426.238,7,132
135,ALARM51131-Reactor baffle washout suspected on Loop A1.,1/1/26 9:47:20,6440.757,9,130
136,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 9:47:38,6458.57,6,133
137,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 9:48:08,6488.833,4,131
138,ALARM54121-Transfer pump minimum flow bypass opening at Tank 4.,1/1/26 9:48:20,6500.898,11,137
139,ALARM52031-Catalyst screw feeder under-delivery at Hopper 3.,1/1/26 9:48:46,6526.06,2,135
140,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 9:49:00,6540.169,4,139
141,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 9:51:28,6688.35,7,-1
142,ALARM55230-Tank blanket gas pressure low at Tank 3.,1/1/26 9:52:28,6748.025,13,-1
143,ALARM52240-Sample probe conditioning temperature high on Stream B2.,1/1/26 9:52:28,6748.025,12,139
144,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 9:52:51,6771.864,7,142
145,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 9:53:37,6817.802,6,143
146,ALARM56220-Analyzer trip advisory raised to SIS voter on Rack 1.,1/1/26 9:54:20,6860.678,14,145
147,ALARM50010-Feed pump flow oscillation above limit on Train 3.,1/1/26 9:54:44,6884.288,0,-1
148,ALARM50121-Feed surge drum level oscillation before Vessel 9.,1/1/26 9:55:14,6914.278,8,147
149,ALARM51020-Reactor jacket temperature drift at Vessel 6.,1/1/26 9:55:49,6949.126,1,148
150,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 9:56:20,6980.792,7,146
151,ALARM51240-Column feed preheat outlet high on Train 3.,1/1/26 9:57:09,7029.859,15,149
152,ALARM53040-Distillation column DP high (target=0.373).,1/1/26 9:59:22,7162.344,3,151
153,ALARM51020-Reactor jacket temperature drift at Vessel 1.,1/1/26 10:00:41,7241.814,1,-1
154,ALARM51241-Flash drum level approach high before Column 3.,1/1/26 10:03:53,7433.244,15,153
155,ALARM53040-Distillation column DP high (target=-0.542).,1/1/26 10:09:08,7748.287,3,154
156,ALARM53120-Column overhead pressure high (limit=-0.151).,1/1/26 10:09:54,7794.309,10,155
157,ALARM51021-Reactor temperature control valve hunting on Loop B1.,1/1/26 10:11:43,7903.801,1,-1
158,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 10:11:43,7903.801,4,156
159,ALARM54120-Product run-down line temperature high before Tank 4.,1/1/26 10:11:49,7909.677,11,158
160,ALARM55061-Tank vent pressure transmitter mismatch at Tank 1.,1/1/26 10:12:46,7966.642,5,159
161,ALARM51241-Flash drum level approach high before Column 4.,1/1/26 10:13:12,7992.48,15,157
162,ALARM51131-Reactor baffle washout suspected on Loop A2.,1/1/26 10:13:31,8011.398,9,157
163,ALARM52031-Catalyst screw feeder under-delivery at Hopper 2.,1/1/26 10:13:41,8021.396,2,162
164,ALARM54050-Heat exchanger approach temperature out of range (target=-0.059).,1/1/26 10:13:50,8030.111,4,163
165,ALARM53040-Distillation column DP high (target=-1.046).,1/1/26 10:14:16,8056.353,3,161
166,ALARM53121-Condenser cooling water valve saturated on Column 2.,1/1/26 10:18:17,8297.875,10,165
167,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 10:18:33,8313.184,4,166
168,ALARM56221-SIS input discrepancy on analyzer trip chain B1.,1/1/26 10:19:07,8347.824,14,-1
169,ALARM54121-Transfer pump minimum flow bypass opening at Tank 1.,1/1/26 10:19:07,8347.824,11,167
170,ALARM55061-Tank vent pressure transmitter mismatch at Tank 2.,1/1/26 10:19:18,8358.558,5,169
171,ALARM50010-Feed pump flow oscillation above limit on Train 2.,1/1/26 10:19:52,8392.724,0,-1
172,ALARM55230-Tank blanket gas pressure low at Tank 3.,1/1/26 10:19:52,8392.724,13,170
173,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 10:20:01,8401.074,7,172
174,ALARM55061-Tank vent pressure transmitter mismatch at Tank 1.,1/1/26 10:20:54,8454.444,5,-1
175,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 10:21:17,8477.102,7,-1
176,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 10:21:17,8477.102,7,168
177,ALARM50121-Feed surge drum level oscillation before Vessel 9.,1/1/26 10:21:17,8477.102,8,171
178,ALARM50010-Feed pump flow oscillation above limit on Train 3.,1/1/26 10:23:32,8612.043,0,-1
179,ALARM51020-Reactor jacket temperature drift at Vessel 11.,1/1/26 10:23:32,8612.043,1,177
180,ALARM50120-Pre-reactor feed heater outlet temperature low on Train 2.,1/1/26 10:23:40,8620.779,8,178
181,ALARM53040-Distillation column DP high (target=0.611).,1/1/26 10:24:31,8671.45,3,-1
182,ALARM51130-Reactor agitator torque high on Vessel 3.,1/1/26 10:24:31,8671.45,9,179
183,ALARM51020-Reactor jacket temperature drift at Vessel 3.,1/1/26 10:24:31,8671.45,1,180
184,ALARM55230-Tank blanket gas pressure low at Tank 1.,1/1/26 10:24:31,8671.45,13,174
185,ALARM53121-Condenser cooling water valve saturated on Column 4.,1/1/26 10:26:00,8760.583,10,181
186,ALARM52241-Fast loop sample lag detected before Analyzer 1.,1/1/26 10:27:22,8842.116,12,-1
187,ALARM51240-Column feed preheat outlet high on Train 1.,1/1/26 10:27:22,8842.116,15,183
188,ALARM53040-Distillation column DP high (target=-0.882).,1/1/26 10:27:25,8845.959,3,187
189,ALARM53120-Column overhead pressure high (limit=-0.797).,1/1/26 10:29:10,8950.525,10,188
190,ALARM50010-Feed pump flow oscillation above limit on Train 3.,1/1/26 10:29:44,8984.741,0,-1
191,ALARM54050-Heat exchanger approach temperature out of range (target=1.325).,1/1/26 10:29:59,8999.932,4,189
192,ALARM50121-Feed surge drum level oscillation before Vessel 3.,1/1/26 10:30:03,9003.395,8,190
193,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 10:32:41,9161.399,4,-1
194,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 10:34:33,9273.196,7,-1
195,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 10:35:04,9304.304,7,-1
196,ALARM50010-Feed pump flow oscillation above limit on Train 1.,1/1/26 10:35:09,9309.015,0,-1
197,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 10:37:33,9453.885,7,-1
198,ALARM53040-Distillation column DP high (target=-0.258).,1/1/26 10:38:21,9501.157,3,-1
199,ALARM53121-Condenser cooling water valve saturated on Column 3.,1/1/26 10:41:13,9673.125,10,198
200,ALARM52031-Catalyst screw feeder under-delivery at Hopper 1.,1/1/26 10:43:57,9837.436,2,-1
201,ALARM54050-Heat exchanger approach temperature out of range (target=-1.088).,1/1/26 10:43:57,9837.436,4,199
202,ALARM52241-Fast loop sample lag detected before Analyzer 1.,1/1/26 10:44:03,9843.928,12,200
203,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 10:44:13,9853.395,4,200
204,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 10:44:48,9888.954,6,202
205,ALARM54120-Product run-down line temperature high before Tank 1.,1/1/26 10:45:43,9943.088,11,203
206,ALARM55061-Tank vent pressure transmitter mismatch at Tank 4.,1/1/26 10:45:59,9959.485,5,205
207,ALARM55231-Inerting valve failed to regulate at Tank 4.,1/1/26 10:47:14,10034.414,13,206
208,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 10:47:54,10074.624,7,207
209,ALARM56220-Analyzer trip advisory raised to SIS voter on Rack 3.,1/1/26 10:48:14,10094.626,14,204
210,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 10:50:48,10248.144,7,209
211,ALARM50010-Feed pump flow oscillation above limit on Train 3.,1/1/26 10:51:05,10265.36,0,-1
212,ALARM50121-Feed surge drum level oscillation before Vessel 5.,1/1/26 10:51:10,10270.872,8,-1
213,ALARM50120-Pre-reactor feed heater outlet temperature low on Train 3.,1/1/26 10:51:14,10274.834,8,211
214,ALARM51021-Reactor temperature control valve hunting on Loop B1.,1/1/26 10:51:17,10277.622,1,213
215,ALARM51020-Reactor jacket temperature drift at Vessel 5.,1/1/26 10:51:22,10282.866,1,212
216,ALARM51241-Flash drum level approach high before Column 4.,1/1/26 10:51:39,10299.908,15,215
217,ALARM50010-Feed pump flow oscillation above limit on Train 4.,1/1/26 10:51:46,10306.947,0,-1
218,ALARM51241-Flash drum level approach high before Column 2.,1/1/26 10:51:46,10306.947,15,214
219,ALARM50121-Feed surge drum level oscillation before Vessel 7.,1/1/26 10:51:47,10307.24,8,217
220,ALARM51130-Reactor agitator torque high on Vessel 10.,1/1/26 10:52:15,10335.63,9,215
221,ALARM51020-Reactor jacket temperature drift at Vessel 4.,1/1/26 10:52:26,10346.953,1,219
222,ALARM53041-Column tray flooding tendency detected.,1/1/26 10:52:36,10356.676,3,216
223,ALARM52031-Catalyst screw feeder under-delivery at Hopper 2.,1/1/26 10:52:46,10366.478,2,220
224,ALARM52241-Fast loop sample lag detected before Analyzer 3.,1/1/26 10:52:51,10371.276,12,223
225,ALARM54050-Heat exchanger approach temperature out of range (target=-0.221).,1/1/26 10:53:14,10394.132,4,223
226,ALARM51240-Column feed preheat outlet high on Train 4.,1/1/26 10:53:25,10405.76,15,221
227,ALARM51130-Reactor agitator torque high on Vessel 9.,1/1/26 10:53:33,10413.735,9,214
228,ALARM52031-Catalyst screw feeder under-delivery at Hopper 2.,1/1/26 10:54:21,10461.201,2,227
229,ALARM54050-Heat exchanger approach temperature out of range (target=-1.149).,1/1/26 10:54:23,10463.6,4,228
230,ALARM52240-Sample probe conditioning temperature high on Stream A2.,1/1/26 10:54:24,10464.084,12,228
231,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 10:54:28,10468.237,6,230
232,ALARM54121-Transfer pump minimum flow bypass opening at Tank 4.,1/1/26 10:54:44,10484.394,11,229
233,ALARM55060-Tank vent valve failed to open at Tank 4.,1/1/26 10:55:02,10502.112,5,232
234,ALARM55230-Tank blanket gas pressure low at Tank 2.,1/1/26 10:55:56,10556.408,13,233
235,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 10:55:59,10559.659,7,234
236,ALARM53040-Distillation column DP high (target=0.348).,1/1/26 10:58:53,10733.042,3,226
237,ALARM53041-Column tray flooding tendency detected.,1/1/26 10:59:21,10761.035,3,-1
238,ALARM53121-Condenser cooling water valve saturated on Column 2.,1/1/26 10:59:26,10766.213,10,237
239,ALARM50011-Feed pump discharge pressure ripple detected on Train 4.,1/1/26 11:00:41,10841.901,0,-1
240,ALARM50121-Feed surge drum level oscillation before Vessel 8.,1/1/26 11:01:52,10912.204,8,239
241,ALARM51021-Reactor temperature control valve hunting on Loop A2.,1/1/26 11:01:58,10918.453,1,240
242,ALARM51131-Reactor baffle washout suspected on Loop A1.,1/1/26 11:02:09,10929.259,9,241
243,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 11:06:17,11177.902,7,-1
244,ALARM51241-Flash drum level approach high before Column 1.,1/1/26 11:06:17,11177.902,15,241
245,ALARM52030-Catalyst dosing deviation at Unit 2.,1/1/26 11:06:17,11177.902,2,242
246,ALARM52241-Fast loop sample lag detected before Analyzer 2.,1/1/26 11:06:23,11183.04,12,245
247,ALARM54050-Heat exchanger approach temperature out of range (target=0.190).,1/1/26 11:06:52,11212.809,4,245
248,ALARM54120-Product run-down line temperature high before Tank 2.,1/1/26 11:06:59,11219.8,11,247
249,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 11:07:01,11221.162,6,246
250,ALARM55061-Tank vent pressure transmitter mismatch at Tank 2.,1/1/26 11:07:53,11273.506,5,248
251,ALARM55230-Tank blanket gas pressure low at Tank 4.,1/1/26 11:08:49,11329.55,13,250
252,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 11:09:17,11357.56,7,251
253,ALARM53041-Column tray flooding tendency detected.,1/1/26 11:09:30,11370.67,3,244
254,ALARM53120-Column overhead pressure high (limit=0.403).,1/1/26 11:10:20,11420.012,10,253
255,ALARM50010-Feed pump flow oscillation above limit on Train 1.,1/1/26 11:11:30,11490.388,0,-1
256,ALARM50120-Pre-reactor feed heater outlet temperature low on Train 1.,1/1/26 11:11:41,11501.363,8,255
257,ALARM51021-Reactor temperature control valve hunting on Loop B1.,1/1/26 11:11:51,11511.756,1,256
258,ALARM51130-Reactor agitator torque high on Vessel 3.,1/1/26 11:11:56,11516.713,9,257
259,ALARM51240-Column feed preheat outlet high on Train 2.,1/1/26 11:12:16,11536.348,15,257
260,ALARM55061-Tank vent pressure transmitter mismatch at Tank 1.,1/1/26 11:13:01,11581.114,5,-1
261,ALARM52030-Catalyst dosing deviation at Unit 4.,1/1/26 11:13:25,11605.808,2,258
262,ALARM55230-Tank blanket gas pressure low at Tank 4.,1/1/26 11:13:30,11610.176,13,260
263,ALARM52240-Sample probe conditioning temperature high on Stream B1.,1/1/26 11:13:36,11616.647,12,261
264,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 11:13:57,11637.582,6,263
265,ALARM55061-Tank vent pressure transmitter mismatch at Tank 4.,1/1/26 11:17:41,11861.696,5,-1
266,ALARM54050-Heat exchanger approach temperature out of range (target=0.602).,1/1/26 11:17:41,11861.696,4,261
267,ALARM53040-Distillation column DP high (target=-1.007).,1/1/26 11:17:41,11861.696,3,259
268,ALARM56220-Analyzer trip advisory raised to SIS voter on Rack 3.,1/1/26 11:17:41,11861.696,14,264
269,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 11:17:41,11861.696,7,262
270,ALARM53120-Column overhead pressure high (limit=-0.114).,1/1/26 11:17:51,11871.977,10,267
271,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 11:18:23,11903.261,7,268
272,ALARM55060-Tank vent valve failed to open at Tank 3.,1/1/26 11:19:43,11983.056,5,-1
273,ALARM54120-Product run-down line temperature high before Tank 4.,1/1/26 11:19:43,11983.056,11,266
274,ALARM50011-Feed pump discharge pressure ripple detected on Train 3.,1/1/26 11:21:09,12069.898,0,-1
275,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 11:21:09,12069.898,4,270
276,ALARM55231-Inerting valve failed to regulate at Tank 4.,1/1/26 11:21:09,12069.898,13,265
