event_id,Alarm Text,Set,time,cluster_id_true,cause_event_id_true
98,ALARM54050-Heat exchanger approach temperature out of range (target=0.281).,1/1/26 9:00:13,3613.863,4,-1
99,ALARM51130-Reactor agitator torque high on Vessel 8.,1/1/26 9:00:46,3646.142,9,-1
100,ALARM52030-Catalyst dosing deviation at Unit 1.,1/1/26 9:02:46,3766.396,2,-1
101,ALARM52031-Catalyst screw feeder under-delivery at Hopper 2.,1/1/26 9:02:46,3766.396,2,99
102,ALARM52240-Sample probe conditioning temperature high on Stream A1.,1/1/26 9:02:58,3778.274,12,100
103,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 9:03:07,3787.394,6,102
104,ALARM52241-Fast loop sample lag detected before Analyzer 1.,1/1/26 9:03:17,3797.974,12,101
105,ALARM54050-Heat exchanger approach temperature out of range (target=0.222).,1/1/26 9:03:18,3798.132,4,101
106,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 9:03:23,3803.173,6,104
107,ALARM56220-Analyzer trip advisory raised to SIS voter on Rack 4.,1/1/26 9:03:42,3822.077,14,103
108,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 9:04:04,3844.432,7,107
109,ALARM54121-Transfer pump minimum flow bypass opening at Tank 3.,1/1/26 9:04:28,3868.625,11,105
110,ALARM55060-Tank vent valve failed to open at Tank 2.,1/1/26 9:04:33,3873.74,5,109
111,ALARM56220-Analyzer trip advisory raised to SIS voter on Rack 2.,1/1/26 9:04:47,3887.546,14,106
112,ALARM55230-Tank blanket gas pressure low at Tank 4.,1/1/26 9:05:40,3940.84,13,110
113,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 9:05:48,3948.908,7,111
114,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 9:07:39,4059.39,7,112
115,ALARM52030-Catalyst dosing deviation at Unit 2.,1/1/26 9:08:06,4086.908,2,-1
116,ALARM52240-Sample probe conditioning temperature high on Stream B1.,1/1/26 9:08:13,4093.379,12,115
117,ALARM54050-Heat exchanger approach temperature out of range (target=-0.592).,1/1/26 9:08:50,4130.7,4,115
118,ALARM54121-Transfer pump minimum flow bypass opening at Tank 1.,1/1/26 9:15:49,4549.116,11,117
119,ALARM55060-Tank vent valve failed to open at Tank 2.,1/1/26 9:17:04,4624.276,5,118
120,ALARM55231-Inerting valve failed to regulate at Tank 4.,1/1/26 9:17:38,4658.64,13,119
121,ALARM53041-Column tray flooding tendency detected.,1/1/26 9:18:55,4735.378,3,-1
122,ALARM52030-Catalyst dosing deviation at Unit 3.,1/1/26 9:19:31,4771.498,2,-1
123,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 9:19:31,4771.498,7,120
124,ALARM54050-Heat exchanger approach temperature out of range (target=-1.035).,1/1/26 9:19:45,4785.588,4,122
125,ALARM54050-Heat exchanger approach temperature out of range (target=-1.013).,1/1/26 9:20:02,4802.995,4,121
126,ALARM54120-Product run-down line temperature high before Tank 3.,1/1/26 9:20:39,4839.378,11,125
127,ALARM54121-Transfer pump minimum flow bypass opening at Tank 2.,1/1/26 9:20:43,4843.634,11,124
128,ALARM55061-Tank vent pressure transmitter mismatch at Tank 3.,1/1/26 9:21:52,4912.032,5,127
129,ALARM50120-Pre-reactor feed heater outlet temperature low on Train 4.,1/1/26 9:21:54,4914.272,8,-1
130,ALARM51240-Column feed preheat outlet high on Train 3.,1/1/26 9:22:25,4945.814,15,129
131,ALARM51021-Reactor temperature control valve hunting on Loop B2.,1/1/26 9:23:29,5009.621,1,129
132,ALARM51131-Reactor baffle washout suspected on Loop A2.,1/1/26 9:23:43,5023.893,9,131
133,ALARM52031-Catalyst screw feeder under-delivery at Hopper 2.,1/1/26 9:23:55,5035.809,2,132
134,ALARM53041-Column tray flooding tendency detected.,1/1/26 9:24:01,5041.552,3,130
135,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 9:24:06,5046.869,4,134
136,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 9:24:13,5053.65,4,133
137,ALARM53121-Condenser cooling water valve saturated on Column 3.,1/1/26 9:24:15,5055.502,10,134
138,ALARM51241-Flash drum level approach high before Column 4.,1/1/26 9:24:58,5098.241,15,131
139,ALARM54121-Transfer pump minimum flow bypass opening at Tank 4.,1/1/26 9:25:43,5143.598,11,137
140,ALARM54050-Heat exchanger approach temperature out of range (target=0.308).,1/1/26 9:26:00,5160.67,4,137
141,ALARM55060-Tank vent valve failed to open at Tank 1.,1/1/26 9:26:15,5175.729,5,139
142,ALARM55230-Tank blanket gas pressure low at Tank 3.,1/1/26 9:26:26,5186.629,13,141
143,ALARM52240-Sample probe conditioning temperature high on Stream B2.,1/1/26 9:26:45,5205.136,12,133
144,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 9:27:26,5246.368,7,142
145,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 9:29:05,5345.117,6,143
146,ALARM56220-Analyzer trip advisory raised to SIS voter on Rack 1.,1/1/26 9:29:36,5376.231,14,145
147,ALARM51020-Reactor jacket temperature drift at Vessel 9.,1/1/26 9:30:03,5403.857,1,-1
148,ALARM51240-Column feed preheat outlet high on Train 1.,1/1/26 9:30:21,5421.57,15,147
149,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 9:30:34,5434.346,7,146
150,ALARM53040-Distillation column DP high (target=-1.014).,1/1/26 9:30:59,5459.24,3,148
151,ALARM53120-Column overhead pressure high (limit=-0.592).,1/1/26 9:31:21,5481.351,10,150
152,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 9:31:35,5495.924,4,151
153,ALARM54120-Product run-down line temperature high before Tank 4.,1/1/26 9:33:03,5583.797,11,151
154,ALARM51130-Reactor agitator torque high on Vessel 7.,1/1/26 9:33:05,5585.001,9,147
155,ALARM55061-Tank vent pressure transmitter mismatch at Tank 1.,1/1/26 9:35:41,5741.957,5,153
156,ALARM55230-Tank blanket gas pressure low at Tank 3.,1/1/26 9:36:05,5765.335,13,155
157,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 9:37:39,5859.927,7,156
158,ALARM51020-Reactor jacket temperature drift at Vessel 1.,1/1/26 9:38:59,5939.398,1,-1
159,ALARM51241-Flash drum level approach high before Column 1.,1/1/26 9:40:29,6029.253,15,158
160,ALARM53041-Column tray flooding tendency detected.,1/1/26 9:40:47,6047.882,3,159
161,ALARM53120-Column overhead pressure high (limit=0.058).,1/1/26 9:40:54,6054.51,10,160
162,ALARM54121-Transfer pump minimum flow bypass opening at Tank 3.,1/1/26 9:42:10,6130.393,11,161
163,ALARM50011-Feed pump discharge pressure ripple detected on Train 1.,1/1/26 9:43:31,6211.862,0,-1
164,ALARM51131-Reactor baffle washout suspected on Loop A2.,1/1/26 9:43:31,6211.862,9,158
165,ALARM54050-Heat exchanger approach temperature out of range (target=0.825).,1/1/26 9:43:31,6211.862,4,161
166,ALARM52031-Catalyst screw feeder under-delivery at Hopper 1.,1/1/26 9:43:35,6215.628,2,164
167,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 9:43:42,6222.934,4,166
168,ALARM50121-Feed surge drum level oscillation before Vessel 8.,1/1/26 9:43:57,6237.101,8,163
169,ALARM51021-Reactor temperature control valve hunting on Loop A1.,1/1/26 9:43:59,6239.405,1,163
170,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 9:44:19,6259.536,7,-1
171,ALARM51241-Flash drum level approach high before Column 1.,1/1/26 9:44:19,6259.536,15,169
172,ALARM50011-Feed pump discharge pressure ripple detected on Train 4.,1/1/26 9:45:44,6344.465,0,-1
173,ALARM53040-Distillation column DP high (target=0.864).,1/1/26 9:45:44,6344.465,3,171
174,ALARM51020-Reactor jacket temperature drift at Vessel 5.,1/1/26 9:45:44,6344.679,1,172
175,ALARM51241-Flash drum level approach high before Column 1.,1/1/26 9:45:48,6348.071,15,174
176,ALARM53121-Condenser cooling water valve saturated on Column 1.,1/1/26 9:45:55,6355.468,10,173
177,ALARM50121-Feed surge drum level oscillation before Vessel 8.,1/1/26 9:46:03,6363.777,8,172
178,ALARM53040-Distillation column DP high (target=0.008).,1/1/26 9:46:07,6367.314,3,175
179,ALARM51240-Column feed preheat outlet high on Train 2.,1/1/26 9:46:19,6379.548,15,177
180,ALARM56070-Online analyzer quality outlier on Stream A1.,1/1/26 9:47:19,6439.114,6,-1
181,ALARM55060-Tank vent valve failed to open at Tank 4.,1/1/26 9:47:19,6439.114,5,162
182,ALARM53040-Distillation column DP high (target=-1.327).,1/1/26 9:47:19,6439.114,3,179
183,ALARM54050-Heat exchanger approach temperature out of range (target=-1.309).,1/1/26 9:47:19,6439.114,4,176
184,ALARM53121-Condenser cooling water valve saturated on Column 4.,1/1/26 9:47:43,6463.421,10,182
185,ALARM56220-Analyzer trip advisory raised to SIS voter on Rack 4.,1/1/26 9:47:50,6470.212,14,180
186,ALARM53041-Column tray flooding tendency detected.,1/1/26 9:48:40,6520.883,3,-1
187,ALARM51020-Reactor jacket temperature drift at Vessel 10.,1/1/26 9:48:40,6520.883,1,177
188,ALARM54050-Heat exchanger approach temperature out of range (target=-1.080).,1/1/26 9:48:40,6520.883,4,184
189,ALARM51131-Reactor baffle washout suspected on Loop B1.,1/1/26 9:48:40,6520.883,9,174
190,ALARM51130-Reactor agitator torque high on Vessel 9.,1/1/26 9:48:54,6534.531,9,169
191,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 9:49:09,6549.508,7,185
192,ALARM53041-Column tray flooding tendency detected.,1/1/26 9:49:12,6552.194,3,-1
193,ALARM51240-Column feed preheat outlet high on Train 1.,1/1/26 9:49:14,6554.149,15,187
194,ALARM50011-Feed pump discharge pressure ripple detected on Train 1.,1/1/26 9:49:48,6588.364,0,-1
195,ALARM52030-Catalyst dosing deviation at Unit 4.,1/1/26 9:49:48,6588.364,2,189
196,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 9:49:48,6588.364,4,186
197,ALARM53041-Column tray flooding tendency detected.,1/1/26 9:49:50,6590.722,3,193
198,ALARM51021-Reactor temperature control valve hunting on Loop A2.,1/1/26 9:50:07,6607.019,1,194
199,ALARM54120-Product run-down line temperature high before Tank 2.,1/1/26 9:50:13,6613.472,11,196
200,ALARM51131-Reactor baffle washout suspected on Loop B2.,1/1/26 9:50:18,6618.867,9,187
201,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 9:50:42,6642.414,4,195
202,ALARM54121-Transfer pump minimum flow bypass opening at Tank 2.,1/1/26 9:50:47,6647.066,11,201
203,ALARM54050-Heat exchanger approach temperature out of range (target=0.158).,1/1/26 9:50:50,6650.77,4,197
204,ALARM55061-Tank vent pressure transmitter mismatch at Tank 4.,1/1/26 9:50:51,6651.215,5,202
205,ALARM55061-Tank vent pressure transmitter mismatch at Tank 4.,1/1/26 9:50:57,6657.973,5,199
206,ALARM55231-Inerting valve failed to regulate at Tank 3.,1/1/26 9:51:13,6673.84,13,205
207,ALARM55230-Tank blanket gas pressure low at Tank 4.,1/1/26 9:51:36,6696.877,13,204
208,ALARM51241-Flash drum level approach high before Column 1.,1/1/26 9:51:41,6701.508,15,198
209,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 9:52:02,6722.122,7,206
210,ALARM52031-Catalyst screw feeder under-delivery at Hopper 2.,1/1/26 9:52:39,6759.587,2,200
211,ALARM53041-Column tray flooding tendency detected.,1/1/26 9:52:51,6771.115,3,208
212,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 9:53:01,6781.58,4,210
213,ALARM53120-Column overhead pressure high (limit=-1.094).,1/1/26 9:54:04,6844.924,10,211
214,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 9:54:12,6852.958,7,207
215,ALARM54121-Transfer pump minimum flow bypass opening at Tank 4.,1/1/26 9:54:26,6866.742,11,213
216,ALARM54050-Heat exchanger approach temperature out of range (target=0.893).,1/1/26 9:54:44,6884.207,4,213
217,ALARM52241-Fast loop sample lag detected before Analyzer 2.,1/1/26 9:55:05,6905.955,12,210
218,ALARM51021-Reactor temperature control valve hunting on Loop A1.,1/1/26 9:58:34,7114.206,1,-1
219,ALARM50011-Feed pump discharge pressure ripple detected on Train 3.,1/1/26 10:00:47,7247.736,0,-1
220,ALARM55060-Tank vent valve failed to open at Tank 1.,1/1/26 10:00:47,7247.736,5,215
221,ALARM56071-Analyzer validation failed due to drift compensation limit.,1/1/26 10:00:47,7247.736,6,217
222,ALARM51241-Flash drum level approach high before Column 1.,1/1/26 10:00:47,7247.736,15,218
223,ALARM51130-Reactor agitator torque high on Vessel 6.,1/1/26 10:00:47,7247.736,9,218
224,ALARM51020-Reactor jacket temperature drift at Vessel 8.,1/1/26 10:00:49,7249.284,1,219
225,ALARM55230-Tank blanket gas pressure low at Tank 4.,1/1/26 10:00:49,7249.474,13,220
226,ALARM51240-Column feed preheat outlet high on Train 3.,1/1/26 10:00:52,7252.892,15,224
227,ALARM53040-Distillation column DP high (target=-1.076).,1/1/26 10:01:01,7261.391,3,226
228,ALARM50121-Feed surge drum level oscillation before Vessel 9.,1/1/26 10:01:03,7263.649,8,219
229,ALARM50011-Feed pump discharge pressure ripple detected on Train 2.,1/1/26 10:01:10,7270.688,0,-1
230,ALARM51020-Reactor jacket temperature drift at Vessel 1.,1/1/26 10:01:10,7270.98,1,229
231,ALARM51021-Reactor temperature control valve hunting on Loop B2.,1/1/26 10:01:11,7271.275,1,228
232,ALARM56220-Analyzer trip advisory raised to SIS voter on Rack 2.,1/1/26 10:01:28,7288.644,14,221
233,ALARM51130-Reactor agitator torque high on Vessel 1.,1/1/26 10:01:30,7290.706,9,224
234,ALARM51240-Column feed preheat outlet high on Train 2.,1/1/26 10:01:31,7291.271,15,228
235,ALARM51240-Column feed preheat outlet high on Train 4.,1/1/26 10:01:33,7293.023,15,230
236,ALARM53040-Distillation column DP high (target=1.351).,1/1/26 10:01:35,7295.143,3,235
237,ALARM51241-Flash drum level approach high before Column 2.,1/1/26 10:01:38,7298.928,15,231
238,ALARM51130-Reactor agitator torque high on Vessel 6.,1/1/26 10:01:41,7301.143,9,230
239,ALARM53041-Column tray flooding tendency detected.,1/1/26 10:01:41,7301.967,3,237
240,ALARM57081-SIS interlock recovery sequence initiated.,1/1/26 10:01:42,7302.302,7,232
241,ALARM53040-Distillation column DP high (target=-1.102).,1/1/26 10:01:46,7306.645,3,234
242,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 10:01:51,7311.966,4,241
243,ALARM52030-Catalyst dosing deviation at Unit 1.,1/1/26 10:01:57,7317.375,2,238
244,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 10:01:58,7318.482,4,243
245,ALARM53120-Column overhead pressure high (limit=0.303).,1/1/26 10:02:10,7330.482,10,241
246,ALARM54120-Product run-down line temperature high before Tank 2.,1/1/26 10:02:17,7337.165,11,245
247,ALARM50120-Pre-reactor feed heater outlet temperature low on Train 3.,1/1/26 10:02:21,7341.908,8,229
248,ALARM52240-Sample probe conditioning temperature high on Stream B1.,1/1/26 10:02:22,7342.312,12,243
249,ALARM51241-Flash drum level approach high before Column 1.,1/1/26 10:02:24,7344.648,15,247
250,ALARM53120-Column overhead pressure high (limit=0.403).,1/1/26 10:02:28,7348.808,10,227
251,ALARM53040-Distillation column DP high (target=0.337).,1/1/26 10:02:31,7351.797,3,249
252,ALARM54050-Heat exchanger approach temperature out of range (target=1.359).,1/1/26 10:02:48,7368.007,4,250
253,ALARM54121-Transfer pump minimum flow bypass opening at Tank 3.,1/1/26 10:02:49,7369.228,11,242
254,ALARM52030-Catalyst dosing deviation at Unit 3.,1/1/26 10:03:06,7386.633,2,233
255,ALARM54050-Heat exchanger approach temperature out of range (target=1.261).,1/1/26 10:03:52,7432.729,4,254
256,ALARM53041-Column tray flooding tendency detected.,1/1/26 10:05:23,7523.65,3,-1
257,ALARM55060-Tank vent valve failed to open at Tank 3.,1/1/26 10:05:23,7523.65,5,246
258,ALARM54121-Transfer pump minimum flow bypass opening at Tank 4.,1/1/26 10:05:23,7523.65,11,250
259,ALARM54120-Product run-down line temperature high before Tank 1.,1/1/26 10:05:23,7523.65,11,255
260,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 10:05:23,7523.65,4,245
261,ALARM52031-Catalyst screw feeder under-delivery at Hopper 3.,1/1/26 10:05:56,7556.26,2,-1
262,ALARM52240-Sample probe conditioning temperature high on Stream B1.,1/1/26 10:05:56,7556.26,12,254
263,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 10:05:56,7556.26,7,225
264,ALARM53121-Condenser cooling water valve saturated on Column 4.,1/1/26 10:05:56,7556.26,10,251
265,ALARM55060-Tank vent valve failed to open at Tank 3.,1/1/26 10:05:56,7556.26,5,253
266,ALARM55231-Inerting valve failed to regulate at Tank 2.,1/1/26 10:05:56,7556.26,13,257
267,ALARM56070-Online analyzer quality outlier on Stream B1.,1/1/26 10:05:56,7556.26,6,248
268,ALARM52030-Catalyst dosing deviation at Unit 1.,1/1/26 10:06:27,7587.947,2,-1
269,ALARM54120-Product run-down line temperature high before Tank 4.,1/1/26 10:06:27,7587.947,11,260
270,ALARM54050-Heat exchanger approach temperature out of range (target=-0.162).,1/1/26 10:06:27,7587.947,4,261
271,ALARM54051-Heat exchanger fouling factor rising beyond control band.,1/1/26 10:06:27,7587.947,4,256
272,ALARM55230-Tank blanket gas pressure low at Tank 3.,1/1/26 10:06:27,7587.947,13,265
273,ALARM52241-Fast loop sample lag detected before Analyzer 2.,1/1/26 10:06:27,7587.947,12,261
274,ALARM53121-Condenser cooling water valve saturated on Column 3.,1/1/26 10:06:27,7587.947,10,256
275,ALARM57080-Plant switched to safety recovery after chained process faults.,1/1/26 10:06:27,7587.956,7,266
276,ALARM54120-Product run-down line temperature high before Tank 2.,1/1/26 10:06:41,7601.217,11,274
277,ALARM55060-Tank vent valve failed to open at Tank 4.,1/1/26 10:06:42,7602.888,5,258
